MySQL [gc_sp21_dinosaurherd_log]> \. queries/timeOnLevels.sql
+--------------------------------------+-------+------+---------------+-----------------------------------------------------------------------------------------------------------+
| uid                                  | level | time | q_detail      | q_detail                                                                                                  |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     4 |   91 | {"score":38}  | {"deathCount":0,"score":47,"time":47.949999999999,"preyCollected":9,"predCollected":0,"preyDeaths":0}     |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     3 |  174 | {"score":26}  | {"deathCount":0,"score":38,"time":32.049999999999,"preyCollected":12,"predCollected":0,"preyDeaths":0}    |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     3 |  214 | {"score":1}   | {"deathCount":0,"score":38,"time":32.049999999999,"preyCollected":12,"predCollected":0,"preyDeaths":0}    |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     3 |   24 | {"score":0}   | {"deathCount":0,"score":33,"time":19.616666666667,"preyCollected":33,"predCollected":0,"preyDeaths":0}    |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     7 |   33 | {"score":1}   | {"deathCount":0,"score":7,"time":26.016666666666,"preyCollected":6,"predCollected":0,"preyDeaths":0}      |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     3 |   13 | {"score":1}   | {"deathCount":0,"score":1,"time":6.7333333333333,"preyCollected":0,"predCollected":0,"preyDeaths":0}      |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |   12 | {"score":0}   | {"deathCount":0,"score":1,"time":6.2666666666666,"preyCollected":1,"predCollected":0,"preyDeaths":0}      |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     3 |   60 | {"score":0}   | {"deathCount":0,"score":12,"time":27.716666666666,"preyCollected":12,"predCollected":0,"preyDeaths":0}    |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |    8 | {"score":0}   | {"deathCount":0,"score":0,"time":1.3,"preyCollected":0,"predCollected":0,"preyDeaths":0}                  |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |   21 | {"score":0}   | {"deathCount":0,"score":1,"time":16.233333333334,"preyCollected":1,"predCollected":0,"preyDeaths":0}      |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     7 |   69 | {"score":12}  | {"deathCount":2,"score":23,"time":64.483333333331,"preyCollected":11,"predCollected":0,"preyDeaths":1}    |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     6 |  144 | {"score":0}   | {"deathCount":2,"score":12,"time":139.46666666667,"preyCollected":12,"predCollected":0,"preyDeaths":3}    |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     3 |   17 | {"score":1}   | {"deathCount":0,"score":5,"time":11.283333333333,"preyCollected":4,"predCollected":0,"preyDeaths":0}      |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |    9 | {"score":0}   | {"deathCount":0,"score":1,"time":5.75,"preyCollected":1,"predCollected":0,"preyDeaths":0}                 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |    6 | {"score":0}   | {"deathCount":0,"score":0,"time":0.56666666666667,"preyCollected":0,"predCollected":0,"preyDeaths":0}     |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |   24 | {"score":0}   | {"deathCount":0,"score":0,"time":0.36666666666667,"preyCollected":0,"predCollected":0,"preyDeaths":0}     |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |   84 | {"score":0}   | {"deathCount":0,"score":0,"time":0.66666666666667,"preyCollected":0,"predCollected":0,"preyDeaths":0}     |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |   18 | {"score":0}   | {"deathCount":0,"score":0,"time":0.2,"preyCollected":0,"predCollected":0,"preyDeaths":0}                  |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |   34 | {"score":0}   | {"deathCount":0,"score":0,"time":0.36666666666667,"preyCollected":0,"predCollected":0,"preyDeaths":0}     |
