log_q_id,qid,log_q_ts,uid,gid,vid,cid,dqid,parent_dqid,q_detail,ae_seq_id,q_s_id,g_s_id,tid,cd_id,quest_seqid,qaction_seqid,session_seqid,sessionid,client_ts,foreign_game_id,multiplayer_seqid,quest_hash
1175,2,1620859298,44F924F9-7413-F621-F8AA-017B1667D4FB,202107,1,2,991F750D-ED38-0C05-F100-C1CBA5285FFF,NULL,"{""score"":0}",NULL,1,1,1,0,2,1,3,46372AA7-FC1B-898B-773C-AE54753F6CC8,1620859298041,0,0,NULL
1176,2,1620859304,44F924F9-7413-F621-F8AA-017B1667D4FB,202107,1,2,991F750D-ED38-0C05-F100-C1CBA5285FFF,NULL,"{""deathCount"":0,""score"":1,""time"":6.6666666666666}",NULL,0,1,1,0,0,2,4,46372AA7-FC1B-898B-773C-AE54753F6CC8,1620859304706,0,0,NULL
1177,3,1620859304,44F924F9-7413-F621-F8AA-017B1667D4FB,202107,1,2,DF6A0C48-4EF5-46FE-7CEA-BB62415A4A68,NULL,"{""score"":1}",NULL,1,1,1,0,3,1,5,46372AA7-FC1B-898B-773C-AE54753F6CC8,1620859304741,0,0,NULL
1178,1,1620862503,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,ABCBFA66-21CB-149F-BD36-E02414BB474E,NULL,"{""score"":0}",NULL,1,1,1,0,1,1,1,C4521B52-E0FC-7525-F40E-B06490E4614C,1620862503543,0,0,NULL
1179,1,1620862506,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,ABCBFA66-21CB-149F-BD36-E02414BB474E,NULL,"{""deathCount"":0,""score"":0,""time"":2.95}",NULL,0,1,1,0,0,2,2,C4521B52-E0FC-7525-F40E-B06490E4614C,1620862506494,0,0,NULL
1180,2,1620862506,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,CA8DF837-2CAB-9B73-696C-8395F70488F0,NULL,"{""score"":0}",NULL,1,1,1,0,2,1,3,C4521B52-E0FC-7525-F40E-B06490E4614C,1620862506556,0,0,NULL
1181,2,1620862507,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,CA8DF837-2CAB-9B73-696C-8395F70488F0,NULL,"{""deathCount"":0,""score"":0,""time"":0.51666666666667}",NULL,0,1,1,0,0,2,4,C4521B52-E0FC-7525-F40E-B06490E4614C,1620862507082,0,0,NULL
1182,3,1620862507,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,55E3EA86-0406-3AD4-2938-0D5D11DB1DE0,NULL,"{""score"":0}",NULL,1,1,1,0,3,1,5,C4521B52-E0FC-7525-F40E-B06490E4614C,1620862507165,0,0,NULL
1183,3,1620862508,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,55E3EA86-0406-3AD4-2938-0D5D11DB1DE0,NULL,"{""deathCount"":0,""score"":0,""time"":0.95}",NULL,0,1,1,0,0,2,6,C4521B52-E0FC-7525-F40E-B06490E4614C,1620862508131,0,0,NULL
1184,4,1620862508,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,1A567870-7664-969E-0B9E-DA1C7CE257CE,NULL,"{""score"":0}",NULL,1,1,1,0,4,1,7,C4521B52-E0FC-7525-F40E-B06490E4614C,1620862508212,0,0,NULL
1185,4,1620862509,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,1A567870-7664-969E-0B9E-DA1C7CE257CE,NULL,"{""deathCount"":0,""score"":0,""time"":0.96666666666667}",NULL,0,1,1,0,0,2,8,C4521B52-E0FC-7525-F40E-B06490E4614C,1620862509215,0,0,NULL
1186,5,1620862509,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,DA8132AA-E2EE-4B3F-DF05-268EC846DC26,NULL,"{""score"":0}",NULL,1,1,1,0,5,1,9,C4521B52-E0FC-7525-F40E-B06490E4614C,1620862509374,0,0,NULL
1187,5,1620862516,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,DA8132AA-E2EE-4B3F-DF05-268EC846DC26,NULL,"{""deathCount"":0,""score"":0,""time"":6.6833333333333}",NULL,0,1,1,0,0,2,10,C4521B52-E0FC-7525-F40E-B06490E4614C,1620862516101,0,0,NULL
1188,6,1620862516,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,18604F50-35C5-797D-5888-62D87C08AD12,NULL,"{""score"":0}",NULL,1,1,1,0,6,1,11,C4521B52-E0FC-7525-F40E-B06490E4614C,1620862516196,0,0,NULL
1189,6,1620862517,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,18604F50-35C5-797D-5888-62D87C08AD12,NULL,"{""deathCount"":0,""score"":0,""time"":0.75}",NULL,0,1,1,0,0,2,12,C4521B52-E0FC-7525-F40E-B06490E4614C,1620862516970,0,0,NULL
1190,7,1620862517,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,505A83B4-8E80-92DD-6333-96C43A6EB47D,NULL,"{""score"":0}",NULL,1,1,1,0,7,1,13,C4521B52-E0FC-7525-F40E-B06490E4614C,1620862517057,0,0,NULL
1191,7,1620862634,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,505A83B4-8E80-92DD-6333-96C43A6EB47D,NULL,"{""deathCount"":0,""score"":27,""time"":116.41666666666}",NULL,0,1,1,0,0,2,14,C4521B52-E0FC-7525-F40E-B06490E4614C,1620862633836,0,0,NULL
1192,8,1620862634,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,240808DB-8F25-AEF8-FE07-7E06DF8135A5,NULL,"{""score"":27}",NULL,1,1,1,0,8,1,15,C4521B52-E0FC-7525-F40E-B06490E4614C,1620862634010,0,0,NULL
1193,8,1620862635,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,240808DB-8F25-AEF8-FE07-7E06DF8135A5,NULL,"{""deathCount"":0,""score"":27,""time"":1.2166666666667}",NULL,0,1,1,0,0,2,16,C4521B52-E0FC-7525-F40E-B06490E4614C,1620862635269,0,0,NULL
1194,8,1620862635,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,E5B226FB-004A-ECFD-10BB-91C65E8B33A6,NULL,"{""score"":27}",NULL,1,1,1,0,9,1,17,C4521B52-E0FC-7525-F40E-B06490E4614C,1620862635427,0,0,NULL
1195,1,1620862649,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,5A0697B4-50FB-24DD-01B3-C8F17D90BCC3,NULL,"{""score"":0}",NULL,1,1,1,0,1,1,1,1557D458-1AED-4F6B-A7F8-C328E986CE5A,1620862648876,0,0,NULL
1196,1,1620862654,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,5A0697B4-50FB-24DD-01B3-C8F17D90BCC3,NULL,"{""deathCount"":0,""score"":0,""time"":5.4833333333333}",NULL,0,1,1,0,0,2,2,1557D458-1AED-4F6B-A7F8-C328E986CE5A,1620862654368,0,0,NULL
1197,2,1620862654,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,65C6BA4C-F94C-588B-19DC-17F8B123E45D,NULL,"{""score"":0}",NULL,1,1,1,0,2,1,3,1557D458-1AED-4F6B-A7F8-C328E986CE5A,1620862654422,0,0,NULL
1198,2,1620862662,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,65C6BA4C-F94C-588B-19DC-17F8B123E45D,NULL,"{""deathCount"":0,""score"":1,""time"":7.6333333333333}",NULL,0,1,1,0,0,2,4,1557D458-1AED-4F6B-A7F8-C328E986CE5A,1620862662085,0,0,NULL
1199,3,1620862662,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,21A45B1D-A389-8BBF-2856-22CBF6CF7E35,NULL,"{""score"":1}",NULL,1,1,1,0,3,1,5,1557D458-1AED-4F6B-A7F8-C328E986CE5A,1620862662190,0,0,NULL
1200,3,1620862667,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,21A45B1D-A389-8BBF-2856-22CBF6CF7E35,NULL,"{""deathCount"":0,""score"":1,""time"":4.9833333333333}",NULL,0,1,1,0,0,2,6,1557D458-1AED-4F6B-A7F8-C328E986CE5A,1620862667184,0,0,NULL
1201,4,1620862667,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,57B2C53F-4C6D-A43B-0199-C2CC4EB7E11D,NULL,"{""score"":1}",NULL,1,1,1,0,4,1,7,1557D458-1AED-4F6B-A7F8-C328E986CE5A,1620862667267,0,0,NULL
1202,4,1620862667,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,57B2C53F-4C6D-A43B-0199-C2CC4EB7E11D,NULL,"{""deathCount"":0,""score"":1,""time"":0.58333333333333}",NULL,0,1,1,0,0,2,8,1557D458-1AED-4F6B-A7F8-C328E986CE5A,1620862667851,0,0,NULL
1203,5,1620862668,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,D9BF2F58-9E02-4E55-06AC-CB021E2D11A3,NULL,"{""score"":1}",NULL,1,1,1,0,5,1,9,1557D458-1AED-4F6B-A7F8-C328E986CE5A,1620862667952,0,0,NULL
1204,5,1620862776,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,D9BF2F58-9E02-4E55-06AC-CB021E2D11A3,NULL,"{""deathCount"":0,""score"":10,""time"":108.23333333333}",NULL,0,1,1,0,0,2,10,1557D458-1AED-4F6B-A7F8-C328E986CE5A,1620862776513,0,0,NULL
1205,6,1620862777,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,0CCCD167-1E4B-6F59-B125-D326976AAC4C,NULL,"{""score"":10}",NULL,1,1,1,0,6,1,11,1557D458-1AED-4F6B-A7F8-C328E986CE5A,1620862776642,0,0,NULL
1206,2,1620862829,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,9A9F8207-9D6B-E5F6-4071-0C79BDB6CD14,NULL,"{""score"":0}",NULL,1,1,1,0,2,1,3,AD4CAD7A-6C2F-2A5A-3815-771FB37A8068,1620862828310,0,0,NULL
1207,2,1620862829,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,NULL,NULL,"{""deathCount"":0,""score"":0,""time"":0.13333333333333}",NULL,0,1,1,0,0,2,4,AD4CAD7A-6C2F-2A5A-3815-771FB37A8068,1620862828448,0,0,NULL
1208,3,1620862829,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,166072DD-8D34-46DA-BB12-5C63F0B95261,NULL,"{""score"":0}",NULL,1,1,1,0,3,1,5,AD4CAD7A-6C2F-2A5A-3815-771FB37A8068,1620862828535,0,0,NULL
1209,1,1620862829,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,A110BD88-DD98-58EF-404D-76703A946D94,NULL,"{""score"":0}",NULL,1,1,1,0,1,1,1,AD4CAD7A-6C2F-2A5A-3815-771FB37A8068,1620862827855,0,0,NULL
1210,1,1620862829,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,NULL,NULL,"{""deathCount"":0,""score"":0,""time"":0.38333333333333}",NULL,0,1,1,0,0,2,2,AD4CAD7A-6C2F-2A5A-3815-771FB37A8068,1620862828250,0,0,NULL
1211,3,1620862829,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,NULL,NULL,"{""deathCount"":0,""score"":0,""time"":0.5}",NULL,0,1,1,0,0,2,6,AD4CAD7A-6C2F-2A5A-3815-771FB37A8068,1620862829048,0,0,NULL
1212,4,1620862829,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,902BA5F3-E727-70F3-0AFB-ECB4824BCFFB,NULL,"{""score"":0}",NULL,1,1,1,0,4,1,7,AD4CAD7A-6C2F-2A5A-3815-771FB37A8068,1620862829133,0,0,NULL
1213,4,1620862829,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,902BA5F3-E727-70F3-0AFB-ECB4824BCFFB,NULL,"{""deathCount"":0,""score"":0,""time"":0.51666666666667}",NULL,0,1,1,0,0,2,8,AD4CAD7A-6C2F-2A5A-3815-771FB37A8068,1620862829648,0,0,NULL
1214,5,1620862829,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,37ADCB81-47F3-1DB3-9E25-AD19EA484D7C,NULL,"{""score"":0}",NULL,1,1,1,0,5,1,9,AD4CAD7A-6C2F-2A5A-3815-771FB37A8068,1620862829752,0,0,NULL
1215,5,1620862830,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,37ADCB81-47F3-1DB3-9E25-AD19EA484D7C,NULL,"{""deathCount"":0,""score"":0,""time"":0.55}",NULL,0,1,1,0,0,2,10,AD4CAD7A-6C2F-2A5A-3815-771FB37A8068,1620862830316,0,0,NULL
1216,6,1620862830,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,0B592FFE-CCF7-93C0-AE7B-CDAC92E82942,NULL,"{""score"":0}",NULL,1,1,1,0,6,1,11,AD4CAD7A-6C2F-2A5A-3815-771FB37A8068,1620862830401,0,0,NULL
1217,6,1620862831,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,0B592FFE-CCF7-93C0-AE7B-CDAC92E82942,NULL,"{""deathCount"":0,""score"":0,""time"":0.95}",NULL,0,1,1,0,0,2,12,AD4CAD7A-6C2F-2A5A-3815-771FB37A8068,1620862831367,0,0,NULL
1218,7,1620862831,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,5556B76F-B729-6245-7787-C59D01989A91,NULL,"{""score"":0}",NULL,1,1,1,0,7,1,13,AD4CAD7A-6C2F-2A5A-3815-771FB37A8068,1620862831458,0,0,NULL
1219,1,1620863821,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,8875118C-03E8-6B4A-4408-B7269AC38CBE,NULL,"{""score"":0}",NULL,1,1,1,0,1,1,1,08966E73-9661-1F67-5773-89B7E9DD21D7,1620863820932,0,0,NULL
1220,1,1620863822,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,8875118C-03E8-6B4A-4408-B7269AC38CBE,NULL,"{""deathCount"":0,""score"":0,""time"":1.7}",NULL,0,1,1,0,0,2,2,08966E73-9661-1F67-5773-89B7E9DD21D7,1620863822640,0,0,NULL
1221,2,1620863822,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,64DF4E6F-54BA-BC94-D913-4AF4A4D88F5D,NULL,"{""score"":0}",NULL,1,1,1,0,2,1,3,08966E73-9661-1F67-5773-89B7E9DD21D7,1620863822696,0,0,NULL
1222,2,1620863823,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,64DF4E6F-54BA-BC94-D913-4AF4A4D88F5D,NULL,"{""deathCount"":0,""score"":0,""time"":0.31666666666667}",NULL,0,1,1,0,0,2,4,08966E73-9661-1F67-5773-89B7E9DD21D7,1620863823006,0,0,NULL
1223,3,1620863823,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,B42474DA-808C-8746-4B17-54229C27E921,NULL,"{""score"":0}",NULL,1,1,1,0,3,1,5,08966E73-9661-1F67-5773-89B7E9DD21D7,1620863823084,0,0,NULL
1224,3,1620863823,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,B42474DA-808C-8746-4B17-54229C27E921,NULL,"{""deathCount"":0,""score"":0,""time"":0.3}",NULL,0,1,1,0,0,2,6,08966E73-9661-1F67-5773-89B7E9DD21D7,1620863823389,0,0,NULL
1225,4,1620863823,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,BC7E0EF7-30B1-B696-2361-CDBC182B71CB,NULL,"{""score"":0}",NULL,1,1,1,0,4,1,7,08966E73-9661-1F67-5773-89B7E9DD21D7,1620863823464,0,0,NULL
1226,4,1620863824,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,BC7E0EF7-30B1-B696-2361-CDBC182B71CB,NULL,"{""deathCount"":0,""score"":0,""time"":0.65}",NULL,0,1,1,0,0,2,8,08966E73-9661-1F67-5773-89B7E9DD21D7,1620863824122,0,0,NULL
1227,5,1620863824,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,8FD503DD-FAC5-4661-728A-7E9BD2C6A24B,NULL,"{""score"":0}",NULL,1,1,1,0,5,1,9,08966E73-9661-1F67-5773-89B7E9DD21D7,1620863824214,0,0,NULL
1228,5,1620863846,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,8FD503DD-FAC5-4661-728A-7E9BD2C6A24B,NULL,"{""deathCount"":0,""score"":0,""time"":22.216666666667}",NULL,0,1,1,0,0,2,10,08966E73-9661-1F67-5773-89B7E9DD21D7,1620863846476,0,0,NULL
1229,6,1620863846,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,B85B67B3-447C-4E3F-DF46-24BBD33A745E,NULL,"{""score"":0}",NULL,1,1,1,0,6,1,11,08966E73-9661-1F67-5773-89B7E9DD21D7,1620863846564,0,0,NULL
1230,6,1620863847,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,B85B67B3-447C-4E3F-DF46-24BBD33A745E,NULL,"{""deathCount"":0,""score"":0,""time"":0.83333333333333}",NULL,0,1,1,0,0,2,12,08966E73-9661-1F67-5773-89B7E9DD21D7,1620863847410,0,0,NULL
1231,7,1620863847,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,71E2C549-70C0-B850-0FCF-089132847DB8,NULL,"{""score"":0}",NULL,1,1,1,0,7,1,13,08966E73-9661-1F67-5773-89B7E9DD21D7,1620863847499,0,0,NULL
1232,1,1620863944,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,D3D93F15-D095-D9F5-A6D5-8E466B79785C,NULL,"{""score"":0}",NULL,1,1,1,0,1,1,1,E33EECB9-61F0-3EF8-BB9B-D17AE1F6CAC5,1620863944254,0,0,NULL
1233,1,1620863944,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,D3D93F15-D095-D9F5-A6D5-8E466B79785C,NULL,"{""deathCount"":0,""score"":0,""time"":0.31666666666667}",NULL,0,1,1,0,0,2,2,E33EECB9-61F0-3EF8-BB9B-D17AE1F6CAC5,1620863944581,0,0,NULL
1234,2,1620863944,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,NULL,NULL,"{""deathCount"":0,""score"":0,""time"":0.1}",NULL,0,1,1,0,0,2,4,E33EECB9-61F0-3EF8-BB9B-D17AE1F6CAC5,1620863944732,0,0,NULL
1235,2,1620863945,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,40B149B7-4268-8D76-66C5-88777A3B97A9,NULL,"{""score"":0}",NULL,1,1,1,0,2,1,3,E33EECB9-61F0-3EF8-BB9B-D17AE1F6CAC5,1620863944640,0,0,NULL
1236,3,1620863945,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,NULL,NULL,"{""deathCount"":0,""score"":0,""time"":0.05}",NULL,0,1,1,0,0,2,6,E33EECB9-61F0-3EF8-BB9B-D17AE1F6CAC5,1620863944881,0,0,NULL
1237,3,1620863945,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,2213DFF5-4053-EBA0-F357-D6DE20670BD2,NULL,"{""score"":0}",NULL,1,1,1,0,3,1,5,E33EECB9-61F0-3EF8-BB9B-D17AE1F6CAC5,1620863944817,0,0,NULL
1238,5,1620863945,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,7C50625F-EDB2-D8CC-52F4-93BE543F1AEE,NULL,"{""score"":0}",NULL,1,1,1,0,5,1,9,E33EECB9-61F0-3EF8-BB9B-D17AE1F6CAC5,1620863945101,0,0,NULL
1239,4,1620863945,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,2A756164-E593-B45B-D873-2C5714D0DEA2,NULL,"{""score"":0}",NULL,1,1,1,0,4,1,7,E33EECB9-61F0-3EF8-BB9B-D17AE1F6CAC5,1620863944961,0,0,NULL
1240,4,1620863945,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,NULL,NULL,"{""deathCount"":0,""score"":0,""time"":0.05}",NULL,0,1,1,0,0,2,8,E33EECB9-61F0-3EF8-BB9B-D17AE1F6CAC5,1620863945015,0,0,NULL
1241,5,1620863945,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,2A756164-E593-B45B-D873-2C5714D0DEA2,NULL,"{""deathCount"":0,""score"":0,""time"":0.48333333333333}",NULL,0,1,1,0,0,2,10,E33EECB9-61F0-3EF8-BB9B-D17AE1F6CAC5,1620863945602,0,0,NULL
1242,6,1620863945,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,2AFAEDA8-E139-9FBF-4F82-56805DEF12AC,NULL,"{""score"":0}",NULL,1,1,1,0,6,1,11,E33EECB9-61F0-3EF8-BB9B-D17AE1F6CAC5,1620863945682,0,0,NULL
1243,6,1620863946,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,2AFAEDA8-E139-9FBF-4F82-56805DEF12AC,NULL,"{""deathCount"":0,""score"":0,""time"":1.1166666666667}",NULL,0,1,1,0,0,2,12,E33EECB9-61F0-3EF8-BB9B-D17AE1F6CAC5,1620863946802,0,0,NULL
1244,7,1620863947,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,2CF0E416-3AEB-2B96-7540-07441438A813,NULL,"{""score"":0}",NULL,1,1,1,0,7,1,13,E33EECB9-61F0-3EF8-BB9B-D17AE1F6CAC5,1620863946884,0,0,NULL
1245,1,1620864049,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,31753434-462E-23E5-197B-E38829D9F680,NULL,"{""score"":0}",NULL,1,1,1,0,1,1,1,C23A6394-AE49-2B9F-AFED-9584092343E7,1620864049781,0,0,NULL
1246,1,1620864050,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,31753434-462E-23E5-197B-E38829D9F680,NULL,"{""deathCount"":0,""score"":0,""time"":0.21666666666667}",NULL,0,1,1,0,0,2,2,C23A6394-AE49-2B9F-AFED-9584092343E7,1620864049998,0,0,NULL
1247,2,1620864050,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,NULL,NULL,"{""deathCount"":0,""score"":0,""time"":0.15}",NULL,0,1,1,0,0,2,4,C23A6394-AE49-2B9F-AFED-9584092343E7,1620864050198,0,0,NULL
1248,2,1620864050,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,3BA8B278-EA62-876E-D38B-F37E92D2BC79,NULL,"{""score"":0}",NULL,1,1,1,0,2,1,3,C23A6394-AE49-2B9F-AFED-9584092343E7,1620864050053,0,0,NULL
1249,4,1620864050,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,B22DC12B-95AA-08D3-50B7-2D43C0F26408,NULL,"{""score"":0}",NULL,1,1,1,0,4,1,7,C23A6394-AE49-2B9F-AFED-9584092343E7,1620864050404,0,0,NULL
1250,3,1620864050,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,446B92D5-2138-06D2-8CC3-67B445EA0A63,NULL,"{""score"":0}",NULL,1,1,1,0,3,1,5,C23A6394-AE49-2B9F-AFED-9584092343E7,1620864050269,0,0,NULL
1251,4,1620864050,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,3BA8B278-EA62-876E-D38B-F37E92D2BC79,NULL,"{""deathCount"":0,""score"":0,""time"":0.066666666666667}",NULL,0,1,1,0,0,2,8,C23A6394-AE49-2B9F-AFED-9584092343E7,1620864050465,0,0,NULL
1252,3,1620864050,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,NULL,NULL,"{""deathCount"":0,""score"":0,""time"":0.05}",NULL,0,1,1,0,0,2,6,C23A6394-AE49-2B9F-AFED-9584092343E7,1620864050332,0,0,NULL
1253,5,1620864050,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,B7C3B29E-58FA-1C03-1DF9-93DE44DF01A1,NULL,"{""score"":0}",NULL,1,1,1,0,5,1,9,C23A6394-AE49-2B9F-AFED-9584092343E7,1620864050569,0,0,NULL
1254,5,1620864051,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,B7C3B29E-58FA-1C03-1DF9-93DE44DF01A1,NULL,"{""deathCount"":0,""score"":0,""time"":0.63333333333333}",NULL,0,1,1,0,0,2,10,C23A6394-AE49-2B9F-AFED-9584092343E7,1620864051219,0,0,NULL
1255,6,1620864051,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,98CE35E2-DE45-ED14-7480-590415BCF188,NULL,"{""score"":0}",NULL,1,1,1,0,6,1,11,C23A6394-AE49-2B9F-AFED-9584092343E7,1620864051293,0,0,NULL
1256,6,1620864052,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,98CE35E2-DE45-ED14-7480-590415BCF188,NULL,"{""deathCount"":0,""score"":0,""time"":0.73333333333333}",NULL,0,1,1,0,0,2,12,C23A6394-AE49-2B9F-AFED-9584092343E7,1620864052035,0,0,NULL
1257,7,1620864052,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,1B60B008-0E1C-8458-8810-81EFDAF12A54,NULL,"{""score"":0}",NULL,1,1,1,0,7,1,13,C23A6394-AE49-2B9F-AFED-9584092343E7,1620864052121,0,0,NULL
1258,1,1620864144,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,DC4E87FA-E629-981E-762C-F24E0D434109,NULL,"{""score"":0}",NULL,1,1,1,0,1,1,1,1676ADB6-DF00-5503-9363-71A35A5F3EB3,1620864144067,0,0,NULL
1259,1,1620864144,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,DC4E87FA-E629-981E-762C-F24E0D434109,NULL,"{""deathCount"":0,""score"":0,""time"":0.36666666666667}",NULL,0,1,1,0,0,2,2,1676ADB6-DF00-5503-9363-71A35A5F3EB3,1620864144435,0,0,NULL
1260,2,1620864144,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,3CC6C2AC-3BE5-56C7-1D40-3F35AE144E16,NULL,"{""score"":0}",NULL,1,1,1,0,2,1,3,1676ADB6-DF00-5503-9363-71A35A5F3EB3,1620864144487,0,0,NULL
1261,2,1620864145,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,3CC6C2AC-3BE5-56C7-1D40-3F35AE144E16,NULL,"{""deathCount"":0,""score"":0,""time"":0.65}",NULL,0,1,1,0,0,2,4,1676ADB6-DF00-5503-9363-71A35A5F3EB3,1620864145134,0,0,NULL
1262,3,1620864145,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,2B719D38-5962-41CE-9DFA-AB179E912617,NULL,"{""score"":0}",NULL,1,1,1,0,3,1,5,1676ADB6-DF00-5503-9363-71A35A5F3EB3,1620864145212,0,0,NULL
1263,1,1620864415,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,54E3D99E-494D-1527-A3C3-31687C085CF4,NULL,"{""score"":0}",NULL,1,1,1,0,1,1,1,5514699F-0ECA-AAF5-61E4-6FD1C517FD32,1620864415241,0,0,NULL
1264,1,1620864415,F4F5B591-46D1-E9D8-96AF-7F440A122A6D,202107,1,2,54E3D99E-494D-1527-A3C3-31687C085CF4,NULL,"{""deathCount"":0,""score"":0,""time"":0.36666666666667}",NULL,0,1,1,0,0,2,2,5514699F-0ECA-AAF5-61E4-6FD1C517FD32,1620864415613,0,0,NULL
